Effect_ID,Paper_ID,Disease_Prevalence,Unit_Prevalence,DiseasePrev_SE,SourcePrev,Year,Month,SourceYear,Location,SourceLocation,Region_HoeghGuldberg,Region_Kleypas,Lat,Lon,SourceLatLon,SST_C,SourceTemp,Notes
,Meyers & Raymundo 2009,3.7,%,,Figure 1,,,,"Harnom, Guam",Figure 1,Western Pacific,Micronesia,16.67526,144.08563,GoogleMaps Guam,,,
EI0738,CD102,40.68966,col/100m^2,26.206897,Figure 1a,1998,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0739,CD102,157.93103,col/100m^2,57.241379,Figure 1a,1999,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0740,CD102,12.41379,col/100m^2,0,Figure 1a,2000,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0741,CD102,52.41379,col/100m^2,11.034483,Figure 1a,2001,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0742,CD102,48.96552,col/100m^2,11.034483,Figure 1a,2002,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0743,CD102,32.41379,col/100m^2,0,Figure 1a,2003,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0744,CD102,24.82759,col/100m^2,0,Figure 1a,2004,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0745,CD102,13.10345,col/100m^2,0,Figure 1a,1998,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0746,CD102,51.03448,col/100m^2,16.551724,Figure 1a,1999,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0747,CD102,11.03448,col/100m^2,0,Figure 1a,2000,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0748,CD102,51.72414,col/100m^2,0,Figure 1a,2001,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0749,CD102,39.31034,col/100m^2,0,Figure 1a,2002,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0750,CD102,40,col/100m^2,0,Figure 1a,2003,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0751,CD102,55.17241,col/100m^2,0,Figure 1a,2004,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0752,CD102,27.58621,col/100m^2,8.965517,Figure 1a,1999,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0753,CD102,20.68966,col/100m^2,7.586207,Figure 1a,2000,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0754,CD102,35.86207,col/100m^2,11.724138,Figure 1a,2001,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0755,CD102,35.86207,col/100m^2,12.413793,Figure 1a,2002,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0756,CD102,24.13793,col/100m^2,11.724138,Figure 1a,2003,,Figure 1a,"San Andres Reef, Colombia",Figure 1a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,12.54825,-81.70771,GoogleMaps San Andres Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0757,CD102,6.6666667,col/100m^2,3.333333,Figure 2a,1998,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0758,CD102,7.8431373,col/100m^2,5.490196,Figure 2a,1999,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0759,CD102,20.1960784,col/100m^2,3.333333,Figure 2a,2001,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0760,CD102,12.3529412,col/100m^2,4.509804,Figure 2a,2002,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0761,CD102,4.7058824,col/100m^2,9.215686,Figure 2a,2003,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0762,CD102,23.5294118,col/100m^2,0,Figure 2a,2004,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0763,CD102,37.4509804,col/100m^2,31.764706,Figure 2a,1998,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0764,CD102,8.4313725,col/100m^2,8.431373,Figure 2a,1999,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0765,CD102,13.1372549,col/100m^2,0,Figure 2a,2001,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0766,CD102,8.0392157,col/100m^2,0,Figure 2a,2002,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0767,CD102,12.1568627,col/100m^2,4.313725,Figure 2a,2003,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0768,CD102,11.9607843,col/100m^2,0,Figure 2a,2004,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0769,CD102,0.7843137,col/100m^2,3.72549,Figure 2a,1999,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0770,CD102,13.1372549,col/100m^2,0,Figure 2a,2001,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0771,CD102,4.3137255,col/100m^2,0,Figure 2a,2002,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0772,CD102,15.2941176,col/100m^2,0,Figure 2a,2003,,Figure 2a,Rosario Reef Columbia,Figure 2a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,10.17145,-75.77386,GoogleMaps Rosario Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0773,CD102,8.777778,col/100m^2,5.5555556,Figure 3a,1998,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0774,CD102,15.555556,col/100m^2,1.8888889,Figure 3a,1999,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0775,CD102,4.111111,col/100m^2,1,Figure 3a,2000,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0776,CD102,22.333333,col/100m^2,3.6666667,Figure 3a,2001,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0777,CD102,10.666667,col/100m^2,1.2222222,Figure 3a,2002,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0778,CD102,7.333333,col/100m^2,0.8888889,Figure 3a,2003,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0779,CD102,17.444444,col/100m^2,6.7777778,Figure 3a,2004,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0780,CD102,3.444444,col/100m^2,2.7777778,Figure 3a,1998,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0781,CD102,11.777778,col/100m^2,2.5555556,Figure 3a,1999,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0782,CD102,2.444444,col/100m^2,0,Figure 3a,2000,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0783,CD102,15.888889,col/100m^2,5.1111111,Figure 3a,2001,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0784,CD102,5.444444,col/100m^2,0,Figure 3a,2002,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0785,CD102,21.777778,col/100m^2,9.3333333,Figure 3a,2003,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0786,CD102,9.555556,col/100m^2,0,Figure 3a,2004,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0787,CD102,8.444444,col/100m^2,0,Figure 3a,1999,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0788,CD102,1.222222,col/100m^2,0,Figure 3a,2000,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0789,CD102,17.555556,col/100m^2,12.2222222,Figure 3a,2001,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0790,CD102,1.222222,col/100m^2,0.6666667,Figure 3a,2002,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0791,CD102,7.222222,col/100m^2,2.1111111,Figure 3a,2003,,Figure 3a,"Tayrona Reef, Columbia",Figure 3a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,11.30859,-74.06604,GoogleMaps Tayrona Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0792,CD102,20.169492,col/100m^2,7.627119,Figure 4a,2002,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0793,CD102,17.288136,col/100m^2,4.745763,Figure 4a,2003,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0794,CD102,8.813559,col/100m^2,2.711864,Figure 4a,2004,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0795,CD102,32.542373,col/100m^2,6.610169,Figure 4a,2002,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0796,CD102,20.847458,col/100m^2,9.830508,Figure 4a,2003,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0797,CD102,8.474576,col/100m^2,4.067797,Figure 4a,2004,,Figure 4a,"San Bernardo Reef, Columbia",Figure 4a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,9.79454,-75.84302,GoogleMaps San Bernardo reef Columbia,,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0798,CD102,28.453608,col/100m^2,3.917526,Figure 5a,2002,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0799,CD102,10.618557,col/100m^2,1.85567,Figure 5a,2003,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0800,CD102,4.536082,col/100m^2,1.134021,Figure 5a,2004,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0801,CD102,6.28866,col/100m^2,1.85567,Figure 5a,2002,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0802,CD102,7.42268,col/100m^2,1.958763,Figure 5a,2003,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0803,CD102,2.57732,col/100m^2,0,Figure 5a,2004,,Figure 5a,"Uraba Reef, Columbia",Figure 5a,Caribbean & Gulf of Mexico,Caribbean/Atlantic,8.69912,-77.32252,"Garzon-Ferreira & Ramirez 2010 Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 4
EI0804,CD103,2.3,%,,Results p261,2005,Austral Summer,Results p261,Great Barrier Reef,Figure 2,Western Pacific,Australia,-16.8241,146.01516,"GoogleMaps Cairns coast, Figure 2 approximate middle point",,,
EI0805,CD103,1.2,%,,Results p261,2006,Austral Summer,Results p261,Great Barrier Reef,Figure 2,Western Pacific,Australia,-16.8241,146.01516,"GoogleMaps Cairns coast, Figure 2 approximate middle point",,,
EI0806,CD104,14,col/100m^2,5,Figure 2b,2006,Jan,Materials and Methods Study site and field surveys p2796,"Upper reef slope Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys p2796,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys p2796, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0807,CD105,0.06726457,%,0.31390135,Figure 2,2006,Sep,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0808,CD105,0.51569507,%,0.44843049,Figure 2,2006,Oct,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0809,CD105,3.1838565,%,2.17488789,Figure 2,2006,Dec,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0810,CD105,9.66367713,%,5.04484305,Figure 2,2007,Feb,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0811,CD105,0.53811659,%,0.51569507,Figure 2,2007,Apr,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0812,CD105,0.69506726,%,0.40358744,Figure 2,2007,May,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0813,CD105,0.44843049,%,0.22421525,Figure 2,2007,Jul,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0814,CD105,0.47085202,%,0.22421525,Figure 2,2007,Sep,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0815,CD105,1.83856502,%,0.78475336,Figure 2,2007,Nov,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0816,CD105,3.22869955,%,0.85201794,Figure 2,2008,Jan,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0817,CD105,3.02690583,%,0.87443946,Figure 2,2008,Feb,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0818,CD105,0.1793722,%,0.06726457,Figure 2,2008,Mar,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0819,CD105,0.35874439,%,0.2690583,Figure 2,2008,Apr,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0820,CD105,0.13452915,%,0.15695067,Figure 2,2008,Aug,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0821,CD105,0.71748879,%,0.20179372,Figure 2,2008,Nov,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0822,CD105,1.9955157,%,0.42600897,Figure 2,2008,Dec,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0823,CD105,3.20627803,%,0.82959641,Figure 2,2009,Jan,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0824,CD105,0.4035874,%,0.35874439,Figure 2,2006,Sep,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0825,CD105,4.2376682,%,0.98654709,Figure 2,2006,Oct,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0826,CD105,9.5515695,%,3.29596413,Figure 2,2006,Dec,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0827,CD105,9.529148,%,4.61883408,Figure 2,2007,Feb,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0828,CD105,0.8744395,%,0.29147982,Figure 2,2007,Apr,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0829,CD105,0.9192825,%,0.38116592,Figure 2,2007,May,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
