Effect_ID,Paper_ID,Transect_Type,Transect_Num,Transect_Length_m,Transect_Width_m,Plot_area_m^2,SourceTransect,Notes
EI0946,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0947,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0948,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0949,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0950,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0951,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0952,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0953,CD023,Circle,50,10,,314,Materials and Methods p68,length is radius
EI0954,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0955,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0956,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0957,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0958,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0959,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0960,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0961,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0962,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0963,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0964,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0965,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0966,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0967,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0968,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0969,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0970,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0971,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0972,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0973,CD023,Belt,20,10,1,10,AGRRA protocol p14,
EI0974,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0975,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0976,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0977,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0978,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0979,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0980,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0981,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0982,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0983,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0984,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0985,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0986,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0987,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0988,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0989,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0990,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0991,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0992,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0993,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0994,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0995,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0996,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0997,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0998,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI0999,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1000,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1001,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1002,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1003,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1004,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1005,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1006,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1007,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1008,CD005,Circle,55,9,,311,Methods Observational data p1324,length is radius and averaged (real length = 8-10)
EI1009,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1010,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1011,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1012,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1013,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1014,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1015,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1016,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1017,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1018,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
EI1019,CD024,Circle,60,10,,314,Materials and Methods p922,length is radius
